feature,cls,pyradiomics_name,n,pearson_r,ccc,icc,mae,median_abs_err,max_abs_err,median_rel_err,max_rel_err,frac_within_1e6,frac_within_1e3,slope,intercept,mean_pyrad,sd_pyrad,status
glszm_LowGrayLevelZoneEmphasis,glszm,original_glszm_LowGrayLevelZoneEmphasis,410,0.9999999999999999,1.0,1.0,1.062835456500912e-17,0.0,1.6653345369377348e-16,0.0,8.331011753310189e-16,1.0,1.0,1.0000000000000002,0.0,0.2594446761519365,0.10411206581870154,exact
glszm_SizeZoneNonUniformity,glszm,original_glszm_SizeZoneNonUniformity,410,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000004,3.509120448973098e-16,2.5789910957644455,2.0768569510173243,exact
glszm_SizeZoneNonUniformityNormalized,glszm,original_glszm_SizeZoneNonUniformityNormalized,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-2.193200280608186e-17,0.21802626150983428,0.07471656279004323,exact
glszm_SmallAreaEmphasis,glszm,original_glszm_SmallAreaEmphasis,410,0.9999999999999998,1.0,1.0,2.088966702869876e-17,0.0,2.220446049250313e-16,0.0,1.1264746648882106e-13,1.0,1.0,1.0000000000000002,2.1932002806081873e-17,0.34526184000595894,0.14926035254842732,exact
glszm_SmallAreaHighGrayLevelEmphasis,glszm,original_glszm_SmallAreaHighGrayLevelEmphasis,410,0.9999999999999999,1.0,1.0,2.385625572426251e-16,0.0,5.329070518200751e-15,0.0,5.507353930237181e-16,1.0,1.0,1.0000000000000002,3.509120448973098e-16,4.295197631817273,2.7354079409708243,exact
glszm_SmallAreaLowGrayLevelEmphasis,glszm,original_glszm_SmallAreaLowGrayLevelEmphasis,410,1.0,1.0,1.0,4.592389519138906e-18,0.0,1.1102230246251565e-16,0.0,1.7360302968947914e-13,1.0,1.0,1.0000000000000004,5.483000701520468e-18,0.051732085379365765,0.04292415114398963,exact
glszm_ZoneEntropy,glszm,original_glszm_ZoneEntropy,410,1.0,0.9999999999999999,1.0,2.8630214730150684e-15,2.6645352591003757e-15,7.549516567451064e-15,9.360941641313417e-16,1.9511166292033564e-15,1.0,1.0,1.0000000000000024,-3.8600324938704065e-15,2.88462104889664,0.47905612430563255,exact
glszm_ZonePercentage,glszm,original_glszm_ZonePercentage,410,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,-5.4830007015204676e-18,0.06082205224859346,0.037275333807910614,exact
glszm_ZoneVariance,glszm,original_glszm_ZoneVariance,410,0.9999999999999999,1.0,1.0,1.5099899650433543e-13,0.0,3.637978807091713e-12,0.0,5.036265328163324e-16,1.0,1.0,1.0000000000000009,1.796669669874227e-13,1575.810554134115,1576.3285612585491,exact
ngtdm_Busyness,ngtdm,original_ngtdm_Busyness,410,1.0,1.0,1.0,2.5237264852454776e-16,0.0,1.7763568394002505e-15,0.0,6.018466156195605e-16,1.0,1.0,1.0000000000000002,7.018240897946199e-16,3.839602100757043,10.737539354859088,exact
ngtdm_Coarseness,ngtdm,original_ngtdm_Coarseness,410,1.0,1.0,1.0,2.50477145799578e-18,0.0,1.1102230246251565e-16,0.0,2.439771499264832e-15,1.0,1.0,1.0000000000000002,1.64490021045614e-17,0.0632297255339379,0.057334996928855096,exact
