label,cell_id,classification,x,y,width,height,area,centroid_x,centroid_y
61,3edbbf66-ae64-489e-9219-8aa6c4c212e3,"Unclassified",106.0,606.0,18.0,24.0,310.0,114.91935729980469,618.1483764648438
62,e8d16125-2782-494f-8e4d-98af73b50d69,"Unclassified",837.0,326.0,24.0,19.0,308.0,848.912353515625,336.0097351074219
63,af615408-b3f7-4ebe-b54b-ea2fed04bd0e,"Unclassified",809.0,271.0,19.0,21.0,307.0,819.0146484375,281.46417236328125
64,043d35e4-d5b3-43e2-9920-e2cadcefd9f2,"Unclassified",789.0,525.0,19.0,21.0,307.0,798.5911865234375,535.9755859375
65,aa368d68-3dbe-40b9-9992-2b2ddea521e7,"Unclassified",689.0,179.0,21.0,21.0,305.0,700.8606567382812,189.3459014892578
66,3914b024-1355-4a25-9b7f-c907756f4718,"Unclassified",67.0,197.0,17.0,24.0,305.0,75.6114730834961,208.7327880859375
67,7021b83f-486d-4586-89c2-ef063bf3f1c1,"Unclassified",156.0,265.0,21.0,22.0,305.0,165.89016723632812,275.896728515625
68,44ced80e-28b8-4654-89e8-0491c6f8aacf,"Unclassified",433.0,174.0,20.0,20.0,304.0,442.694091796875,184.20394897460938
69,905afa25-d1b2-4a4b-8310-5972c6fe52c8,"Unclassified",9.0,695.0,19.0,23.0,304.0,18.779605865478516,706.4605102539062
70,a29312a0-a7a6-477e-931b-567c95b742de,"Unclassified",52.0,123.0,17.0,22.0,302.0,60.62251663208008,134.09933471679688
71,7f6ffdac-7cf5-4da4-a8ec-6c74b03b6509,"Unclassified",567.0,500.0,14.0,26.0,301.0,574.3106079101562,513.3538208007812
72,099b5126-8dde-4934-83d5-6f43b2d39d62,"Unclassified",142.0,689.0,20.0,19.0,301.0,152.4435272216797,698.4169311523438
73,d282826b-8ff7-42c4-a463-8b450364c1da,"Unclassified",362.0,185.0,20.0,23.0,299.0,372.6036682128906,197.2056884765625
74,b48c4d43-339c-4063-93ae-6cfac7d36eb8,"Unclassified",791.0,659.0,12.0,32.0,298.0,797.60400390625,674.1778564453125
75,158211f0-8786-4935-aa8f-0fe1481507b6,"Unclassified",159.0,292.0,19.0,21.0,297.0,167.90403747558594,302.7962951660156
76,20007166-c951-4077-be89-5841df6e7f09,"Unclassified",139.0,616.0,18.0,28.0,297.0,148.60101318359375,631.1902465820312
77,6ccecf6f-541c-4146-9677-9a734fcfa71e,"Unclassified",481.0,401.0,26.0,14.0,296.0,493.604736328125,407.89190673828125
78,75ed8a6a-8cfa-40ee-946c-87bd6df7e731,"Unclassified",662.0,317.0,28.0,14.0,294.0,676.047607421875,323.93878173828125
79,9aa16ea0-b504-4300-9d2b-43babd500659,"Unclassified",44.0,410.0,19.0,21.0,292.0,53.26369857788086,421.1643981933594
80,f5b90ff6-32aa-4caf-8a71-1e412b75bb7e,"Unclassified",194.0,111.0,21.0,18.0,288.0,204.30555725097656,120.10416412353516
81,d0be21a5-a59c-41ad-9379-c59db59ad759,"Unclassified",203.0,229.0,20.0,19.0,287.0,213.3118438720703,238.39895629882812
82,64a3e40c-2493-44f7-a1a4-f3189715bb5e,"Unclassified",228.0,405.0,15.0,25.0,286.0,235.43356323242188,417.1503601074219
83,48168a91-914d-4e37-9818-9b4061c87a57,"Unclassified",472.0,286.0,16.0,22.0,284.0,479.908447265625,297.4823913574219
84,dce65a50-379e-4e28-b7d2-5bbadd532926,"Unclassified",143.0,426.0,18.0,21.0,284.0,151.91549682617188,437.5598449707031
85,7811cfec-bd00-46fc-9e50-022b8f05865f,"Unclassified",474.0,696.0,16.0,23.0,284.0,482.3837890625,707.6126708984375
86,52a0cc03-1056-4251-b0ec-edabf4c029c2,"Unclassified",829.0,673.0,19.0,21.0,282.0,837.6879272460938,682.8120727539062
87,440b8013-76e6-4403-9ce7-e863ec6e5bfe,"Unclassified",174.0,613.0,17.0,22.0,280.0,182.72500610351562,623.3642578125
88,b8e6ed28-5280-4c6c-ab2d-6a58bd36c5b4,"Unclassified",664.0,559.0,16.0,24.0,279.0,671.7544555664062,572.1451416015625
89,9f74b46c-5b92-4447-8276-3bbb18489884,"Unclassified",687.0,726.0,20.0,21.0,279.0,697.399658203125,736.568115234375
90,53e9f54e-0a93-4f9c-a427-fc2287432046,"Unclassified",105.0,145.0,22.0,20.0,278.0,115.17626190185547,154.44964599609375
91,f750f26a-d305-48fc-ba89-3923b63f5946,"Unclassified",242.0,245.0,24.0,15.0,278.0,253.44244384765625,252.14389038085938
92,133bd562-b42d-45f4-9218-a0abe963120c,"Unclassified",125.0,702.0,19.0,20.0,278.0,134.13308715820312,711.7158203125
93,61723870-6f65-4cd4-9b19-f1c77dc9038b,"Unclassified",768.0,282.0,18.0,27.0,277.0,776.9476318359375,294.9656982421875
94,faece847-e082-42b1-ae2b-0a9e368138e0,"Unclassified",266.0,248.0,21.0,18.0,276.0,275.88043212890625,257.3731994628906
95,8465bac8-da82-485f-95ed-bfabdc5283f8,"Unclassified",536.0,513.0,15.0,24.0,276.0,543.6738891601562,524.9637451171875
96,5ccfb463-9137-49ca-ab25-d62fd1642815,"Unclassified",33.0,127.0,20.0,21.0,275.0,43.26363754272461,137.3909149169922
97,467c0c49-d19f-4c65-ab32-e5bb8b809c29,"Unclassified",553.0,146.0,14.0,31.0,275.0,560.5872802734375,159.3109130859375
98,319d8c91-04b2-4f36-b440-64d72b48f8f7,"Unclassified",440.0,151.0,18.0,21.0,275.0,448.6490783691406,161.6999969482422
99,07b131d5-ba54-43b0-b48a-f2873e894b33,"Unclassified",166.0,463.0,17.0,21.0,275.0,174.84909057617188,472.4490966796875
100,0f761850-8a4d-463a-b5ab-e0ad8753ddaa,"Unclassified",408.0,569.0,22.0,25.0,272.0,418.625,581.2941284179688
101,756edd15-9c1e-4a41-bc76-5ae3937115c7,"Unclassified",868.0,467.0,15.0,23.0,270.0,875.5296020507812,478.392578125
102,5919a34b-f150-49ba-b258-cb256ae76b94,"Unclassified",684.0,566.0,14.0,29.0,270.0,691.4666748046875,579.8074340820312
103,d46b58f0-7240-4f8b-840c-001ebc38f4f4,"Unclassified",28.0,702.0,21.0,23.0,270.0,38.14444351196289,713.3296508789062
104,7c42cc87-7776-4b35-8ebd-2beba5040713,"Unclassified",810.0,484.0,21.0,18.0,269.0,820.4777221679688,492.7936706542969
105,3ef18c8e-538b-4c77-9473-60e9b8a891b2,"Unclassified",488.0,516.0,18.0,20.0,269.0,497.21746826171875,525.9498291015625
106,950259c8-8839-48a2-ac0a-8f3eb7187980,"Unclassified",282.0,657.0,16.0,25.0,267.0,290.1329650878906,670.7359619140625
107,4ab67863-46a9-4360-a401-1d52f9b1e453,"Unclassified",459.0,306.0,17.0,21.0,266.0,467.1428527832031,316.4135437011719
108,75b7da52-25bb-496b-b342-5704dc6d80ce,"Unclassified",206.0,311.0,18.0,18.0,266.0,215.35714721679688,320.46990966796875
109,4a266048-a39d-486b-98a3-709deb32e477,"Unclassified",585.0,635.0,22.0,18.0,266.0,595.718017578125,643.8646850585938
110,ccf9dc5c-bc38-412d-9020-a42b6421edf7,"Unclassified",397.0,160.0,23.0,16.0,265.0,409.0547180175781,167.16415405273438
111,ef85473d-511c-4ec2-9c18-fd7aebc86279,"Unclassified",795.0,283.0,17.0,21.0,263.0,803.3212890625,294.1463928222656
112,af78851f-71d1-4d6b-b7f1-1e814348361f,"Unclassified",534.0,61.0,25.0,14.0,262.0,547.301513671875,67.28244018554688
113,7ea038a6-a4ab-4163-bebb-c4ac5be72d38,"Unclassified",779.0,443.0,27.0,23.0,261.0,791.9942626953125,455.262451171875
114,0f5046d1-7fbe-4c24-89b2-e73d50105717,"Unclassified",58.0,301.0,19.0,18.0,260.0,67.28461456298828,310.3999938964844
115,4bed5539-21e2-49e6-817a-a59d174fe2ad,"Unclassified",508.0,410.0,15.0,26.0,260.0,516.2615356445312,422.1961669921875
116,bea42ef5-ad25-4a45-8fb7-cf2dd3c381be,"Unclassified",210.0,494.0,17.0,20.0,260.0,218.3076934814453,504.1961669921875
117,999c86ec-558a-4e97-959d-32928f7d5539,"Unclassified",592.0,584.0,21.0,20.0,260.0,603.0576782226562,594.4269409179688
118,5da6b549-0c5b-4ba7-8ec2-d193382f15b0,"Unclassified",715.0,317.0,11.0,31.0,259.0,720.7393798828125,332.4034729003906
119,1c74aa7f-834a-4b3c-a5de-204d69374204,"Unclassified",842.0,440.0,19.0,21.0,259.0,851.5,450.5347595214844
120,47800e91-0c3f-4f65-8899-710e1c15339d,"Unclassified",285.0,352.0,21.0,17.0,258.0,294.8721008300781,360.4224853515625
121,1d2210da-214d-4484-9468-e6104b41a35f,"Unclassified",688.0,609.0,18.0,30.0,257.0,695.7606811523438,623.4454956054688
122,accbba2f-f535-481b-b234-0e3540f4b574,"Unclassified",453.0,722.0,17.0,21.0,257.0,461.6322937011719,732.63232421875
123,3945b8e7-b137-4274-bd96-e4b3c6a6a6c7,"Unclassified",582.0,415.0,21.0,17.0,256.0,593.078125,423.953125
124,717a555c-36b6-41bd-a25e-e8a6dc9b94b3,"Unclassified",678.0,519.0,13.0,25.0,256.0,684.63671875,531.0625
125,7d61d1a3-658a-4490-a9d8-7e72c43ab564,"Unclassified",730.0,673.0,16.0,20.0,256.0,737.94140625,682.91796875
126,c6c36309-2d04-4261-8f43-4312ccbaa2d1,"Unclassified",266.0,27.0,17.0,25.0,255.0,275.6019592285156,38.280391693115234
127,8b2c4104-f637-4753-b3e7-843b967e377b,"Unclassified",632.0,355.0,17.0,22.0,255.0,640.2686157226562,365.9078369140625
128,738e10ef-2ed9-4955-b46d-d0ad59e0d366,"Unclassified",20.0,737.0,17.0,21.0,255.0,28.06078338623047,747.3235473632812
129,7d43dd68-a1ac-4f19-a6da-f649f8493610,"Unclassified",391.0,195.0,19.0,25.0,253.0,401.40118408203125,206.75296020507812
130,52ce2adb-0380-4a5d-a6b1-3822c4fd7456,"Unclassified",678.0,210.0,17.0,23.0,252.0,687.4127197265625,221.57142639160156
131,6c2bfac2-ef58-4bf2-a511-3b9ad7773f5e,"Unclassified",832.0,693.0,21.0,18.0,251.0,842.5916137695312,702.7430419921875
132,73e27200-30f2-4d2a-8e22-171728b3e51c,"Unclassified",757.0,40.0,18.0,18.0,250.0,765.8040161132812,48.96799850463867
133,6ce5f118-45ba-4d11-858a-0f0fdd86a6f3,"Unclassified",144.0,4.0,22.0,21.0,249.0,155.50802612304688,14.050200462341309
134,0733f292-4a6b-4e65-a67d-829b7be409a3,"Unclassified",458.0,411.0,22.0,16.0,248.0,469.1048278808594,419.18548583984375
135,cb192809-504e-4370-9664-3e74f670fa43,"Unclassified",518.0,164.0,10.0,34.0,247.0,522.3056640625,178.94534301757812
136,d67dd1bb-2a06-4578-8495-376d0fd5f8e7,"Unclassified",582.0,238.0,18.0,21.0,247.0,590.98583984375,248.8076934814453
137,bf42d727-d825-4c6c-a405-0d84577cada8,"Unclassified",809.0,604.0,18.0,20.0,244.0,818.1475219726562,613.86474609375
138,961cbb81-eea9-4af6-8a1b-8d1d0d1c29cc,"Unclassified",226.0,233.0,15.0,21.0,243.0,233.1995849609375,243.62757873535156
139,14580f24-852c-43dc-b45a-df4b46daa9bd,"Unclassified",728.0,196.0,16.0,20.0,242.0,735.6528930664062,206.69007873535156
140,d72a068c-1664-4bd0-9d75-75da5f4dc55f,"Unclassified",698.0,217.0,15.0,21.0,242.0,704.8512573242188,227.9256134033203
141,4e3055ab-15f9-4ddf-8efb-ee860ae3617c,"Unclassified",640.0,334.0,19.0,18.0,242.0,648.504150390625,342.1156921386719
142,ddfe85cc-3275-470c-85cc-8c32829b9000,"Unclassified",878.0,295.0,18.0,17.0,241.0,887.2136840820312,303.75726318359375
143,c611e307-5ee5-4448-9253-3c295110b822,"Unclassified",521.0,497.0,17.0,17.0,241.0,529.2551879882812,505.4833984375
144,faeb71e9-4624-4c31-a939-7a1be7329a2d,"Unclassified",454.0,283.0,16.0,23.0,240.0,462.42083740234375,294.5416564941406
145,6e10a44f-e304-4031-9a2f-1e4a9f60e542,"Unclassified",29.0,152.0,19.0,17.0,239.0,38.31589889526367,160.85983276367188
146,f0e08531-5e1c-4a60-b5b6-3b09c6d5fcd1,"Unclassified",705.0,393.0,14.0,23.0,239.0,711.8389282226562,405.1485290527344
147,1e740872-cf57-4897-a933-d82ded5c128b,"Unclassified",84.0,676.0,17.0,18.0,237.0,92.50843811035156,685.0401000976562
148,f89de6b8-9082-4165-9519-fc492b8c984a,"Unclassified",365.0,47.0,12.0,24.0,236.0,371.3516845703125,59.88983154296875
149,e3ba5648-7be2-4b58-860f-095b771d0bf5,"Unclassified",687.0,141.0,17.0,17.0,236.0,695.8983154296875,149.39830017089844
150,f61b0002-f99e-4aa6-b318-f28678d06776,"Unclassified",880.0,273.0,16.0,19.0,236.0,888.0762939453125,281.9110107421875
151,8f2c35f1-1fe8-4baa-a24c-70e45eb08662,"Unclassified",623.0,326.0,18.0,18.0,236.0,632.3262939453125,335.0974426269531
152,23f95fe3-e6d7-4dbb-a3eb-5f6b60d5db38,"Unclassified",551.0,508.0,17.0,21.0,236.0,559.0889892578125,518.072021484375
153,a62a8bf3-f378-4801-bafe-7f1282418d44,"Unclassified",391.0,519.0,21.0,14.0,236.0,400.9110107421875,525.4491577148438
154,320860c6-3da0-4765-9faf-0e4615d0859b,"Unclassified",380.0,508.0,25.0,14.0,235.0,391.5595703125,514.4234008789062
155,9d8cb637-b573-4c15-9cfa-4f98267f3bf3,"Unclassified",34.0,509.0,22.0,15.0,235.0,45.3510627746582,516.9510498046875
156,005c2087-f8a0-4e1b-ab08-a4da38931237,"Unclassified",693.0,264.0,20.0,14.0,234.0,702.61962890625,270.5769348144531
157,50d2b15f-1fa6-4edd-9931-9ae80a001218,"Unclassified",107.0,749.0,24.0,15.0,234.0,118.36752319335938,755.3418579101562
158,88b37227-a630-4797-9425-6d7793783784,"Unclassified",103.0,321.0,15.0,21.0,233.0,110.75750732421875,330.86480712890625
159,d9cfaaae-bfe9-459c-b9a7-a36053661597,"Unclassified",194.0,483.0,14.0,25.0,233.0,200.42274475097656,494.4785461425781
160,c499c02c-17df-4390-8702-5d39b58cd32e,"Unclassified",513.0,655.0,17.0,18.0,233.0,521.6716918945312,663.5128784179688
161,3cf7871e-c7b2-4b1b-9dd9-afc7c3026dc2,"Unclassified",599.0,342.0,20.0,15.0,232.0,608.9525756835938,349.262939453125
162,12d3ebd3-7309-484a-8f6a-bb60ee553565,"Unclassified",305.0,59.0,18.0,17.0,231.0,313.8290100097656,67.30086517333984
163,71a7a490-2ac7-469b-b1d2-4843f561528e,"Unclassified",674.0,228.0,18.0,23.0,231.0,682.4307250976562,239.75108337402344
164,b2e9d0bb-7f41-4e13-9fe8-bbbde1e5bbfb,"Unclassified",607.0,366.0,19.0,16.0,231.0,616.837646484375,374.097412109375
165,30040f73-f2ae-41e1-9b89-47a58c122b76,"Unclassified",125.0,574.0,16.0,20.0,230.0,133.03912353515625,584.1738891601562
166,e0070e33-ba4b-49ee-8fca-2053324817d0,"Unclassified",669.0,107.0,19.0,16.0,229.0,677.9890747070312,114.63973999023438
167,ea8ddd88-e26f-449c-ae5f-b9be1c2829cd,"Unclassified",91.0,206.0,17.0,18.0,228.0,99.67982482910156,215.7236785888672
168,d35feef9-3840-4c9f-8733-122dab94bcbd,"Unclassified",344.0,559.0,16.0,21.0,228.0,352.7412414550781,570.2280883789062
169,ccb1efe1-7441-4411-a5a8-26c0fc3eb496,"Unclassified",396.0,239.0,13.0,21.0,227.0,402.27532958984375,249.5176239013672
170,bcb73c91-c5a4-4e18-8b02-e70f35957894,"Unclassified",780.0,620.0,20.0,15.0,227.0,790.5528564453125,627.7423095703125
171,45700ba2-3fc1-440b-ad8b-44bbd7b3eff7,"Unclassified",668.0,181.0,17.0,18.0,226.0,676.4425048828125,190.30088806152344
172,6b08c816-f5d8-4a6d-b0a5-58aba17d4f3e,"Unclassified",526.0,433.0,18.0,20.0,226.0,535.0309448242188,442.8097229003906
173,0ac956de-37ba-466e-a6c9-a6c1cc2c8fd3,"Unclassified",864.0,523.0,15.0,21.0,226.0,871.0619506835938,533.0663452148438
174,b08ba8d0-cdc9-4d28-ba57-343b40402269,"Unclassified",437.0,91.0,24.0,15.0,225.0,448.2466735839844,98.2155532836914
175,5362a341-44d9-4bad-b063-4b95cbc82ecd,"Unclassified",117.0,151.0,19.0,19.0,225.0,127.15333557128906,160.94888305664062
176,9226e576-502a-4f2b-955d-23e0958bab89,"Unclassified",770.0,338.0,17.0,17.0,225.0,778.3133544921875,346.59332275390625
177,ffd7003d-a255-422e-832e-d7ff6d56e399,"Unclassified",755.0,539.0,19.0,17.0,224.0,764.7276611328125,547.5
178,b01e295e-54c8-487e-a493-ef85eee44be6,"Unclassified",56.0,378.0,17.0,22.0,222.0,64.43243408203125,388.70269775390625
179,545987ff-8fbf-4adc-b189-d91e8287b0d8,"Unclassified",614.0,403.0,18.0,19.0,221.0,622.9841918945312,412.9886779785156
180,fb25bdc3-f043-4264-aa8a-98bd389f56c0,"Unclassified",505.0,556.0,19.0,19.0,221.0,514.771484375,565.7398071289062
181,82f34daf-b1ff-41ac-bbbc-f88655e8389d,"Unclassified",576.0,313.0,15.0,20.0,218.0,583.3486328125,322.9862365722656
182,ea1d754f-6a62-4369-82ee-31e997225e01,"Unclassified",716.0,583.0,17.0,28.0,217.0,725.1174926757812,597.0299682617188
183,d94b0e71-9ca4-4270-a0ec-825226e3b7fb,"Unclassified",569.0,627.0,24.0,16.0,217.0,580.9147338867188,634.2373046875
184,652e70bc-6a61-4753-9437-9e300ebd96ff,"Unclassified",485.0,386.0,22.0,13.0,216.0,496.125,393.21759033203125
185,eda14d3b-f830-46fd-b28e-42a15272a175,"Unclassified",394.0,417.0,20.0,16.0,216.0,404.3981628417969,425.25
186,74d0767f-ec7d-4a6f-8819-ae5432d84f12,"Unclassified",830.0,270.0,18.0,18.0,215.0,838.779052734375,279.2581481933594
187,d06ef6df-833d-47d6-9782-d4564c4f9c86,"Unclassified",455.0,602.0,14.0,19.0,215.0,461.66278076171875,611.6256103515625
188,31011bc1-d1d8-4c31-99b6-55570adfe869,"Unclassified",106.0,710.0,16.0,17.0,215.0,114.0999984741211,718.4302368164062
189,8ff38f32-4946-4ecb-91c1-89fbaa32c426,"Unclassified",466.0,112.0,19.0,16.0,212.0,475.83489990234375,120.59906005859375
190,cc9ac429-e9bc-4573-bca2-f1300018767a,"Unclassified",666.0,156.0,15.0,27.0,211.0,672.315185546875,169.55686950683594
191,513aebd1-64d9-466a-bb96-c41524bc55f0,"Unclassified",787.0,225.0,21.0,17.0,211.0,796.1492919921875,234.93601989746094
192,410777fe-aca2-46df-87be-a0c229fe3662,"Unclassified",75.0,244.0,20.0,17.0,211.0,84.56635284423828,252.61373901367188
193,e7384d1e-f4a6-4c78-bb23-b7c97a680af7,"Unclassified",0.0,435.0,16.0,17.0,211.0,7.627962112426758,443.18719482421875
194,6118b18b-2a64-4a96-a41f-3a62545d7823,"Unclassified",93.0,650.0,20.0,16.0,211.0,103.08293914794922,657.9881591796875
195,bfeba173-926e-4860-b05f-f2572eb446d7,"Unclassified",441.0,695.0,16.0,16.0,211.0,449.3009338378906,702.765380859375
196,bb3592f1-6ffd-47f2-813e-9c5772fc9684,"Unclassified",33.0,83.0,13.0,21.0,210.0,39.47618865966797,93.490478515625
197,559ce204-2f63-440e-a603-d9b05a06ab17,"Unclassified",667.0,742.0,15.0,19.0,210.0,675.0904541015625,750.9285888671875
198,29f9392c-4e31-4904-bd4e-a37c0a85b73f,"Unclassified",675.0,154.0,13.0,21.0,209.0,681.964111328125,164.1746368408203
199,9e978618-1620-4c29-bf95-9d68d63ec8a2,"Unclassified",712.0,213.0,17.0,18.0,209.0,720.1506958007812,222.40431213378906
200,c21cdba9-36d0-4835-9ba7-df0045566ba6,"Unclassified",412.0,339.0,22.0,13.0,209.0,421.90191650390625,345.8110046386719
201,1b50f55d-7d97-4077-93d4-9dd4a0b4d83c,"Unclassified",860.0,350.0,17.0,19.0,209.0,868.0885009765625,360.1363525390625
202,e19b2137-a0ed-444e-bd94-ed02a514c86a,"Unclassified",633.0,473.0,17.0,16.0,209.0,641.0072021484375,481.4234313964844
203,709ade2d-7b53-49e7-aa0b-59c69e34cfc8,"Unclassified",242.0,79.0,16.0,18.0,208.0,249.6201934814453,87.63941955566406
204,d16fcc0f-43af-46a3-a3f9-aac83356aa1a,"Unclassified",250.0,117.0,18.0,20.0,206.0,258.86407470703125,127.76213836669922
205,8f54c4b1-e8fb-4f4e-99c4-142e09ae60d0,"Unclassified",621.0,208.0,17.0,17.0,206.0,629.878662109375,216.71844482421875
206,08e33d04-f798-4b2f-83a1-31a5f1df00d3,"Unclassified",750.0,294.0,12.0,22.0,206.0,755.9417724609375,305.09222412109375
207,77760b8a-e5a2-464b-a553-8536c8e81b09,"Unclassified",659.0,391.0,21.0,15.0,206.0,670.1796264648438,399.1067810058594
208,778cbea6-df1a-42f8-b3be-9ab0429c41c9,"Unclassified",667.0,451.0,24.0,14.0,206.0,679.6359252929688,458.3301086425781
209,b3eb1233-9d3b-4135-84d2-1eddf8f3ec3f,"Unclassified",181.0,313.0,16.0,16.0,205.0,189.1682891845703,321.1390380859375
210,dfb04fac-2b19-4e4e-aaa9-87c2f2ecfc8e,"Unclassified",573.0,402.0,17.0,16.0,204.0,581.4754638671875,409.8823547363281
211,865161e8-40da-44e6-9e08-99ef3ef75065,"Unclassified",71.0,495.0,17.0,16.0,204.0,79.3186264038086,503.2597961425781
212,22b1e5f0-f2e0-42da-95a0-b662fbcf820f,"Unclassified",553.0,361.0,16.0,17.0,202.0,561.287109375,370.0296936035156
213,84cfcaf3-9f10-4d48-8a3f-21c9e7e7e73f,"Unclassified",73.0,448.0,19.0,13.0,202.0,82.35643768310547,454.6188049316406
214,747f5fe5-3883-4839-b5b3-98cdf39915c3,"Unclassified",779.0,481.0,16.0,18.0,202.0,787.2425537109375,490.76239013671875
215,f605130b-dea7-4b92-ae73-4cca7f8d0f2b,"Unclassified",23.0,635.0,14.0,24.0,202.0,30.51980209350586,646.7574462890625
216,14ded0ea-9d77-431c-872a-121dbb4deb76,"Unclassified",274.0,145.0,14.0,19.0,201.0,281.3756103515625,154.80348205566406
217,6528cf8c-6695-41d4-b5f0-6e963343bcec,"Unclassified",84.0,196.0,14.0,25.0,201.0,90.22637176513672,207.54476928710938
218,257b72f4-4538-4bbb-b279-1ccac3fee185,"Unclassified",736.0,363.0,16.0,17.0,200.0,744.02001953125,371.20001220703125
219,c11b1cb8-275a-4655-bbb6-3100416a2e9b,"Unclassified",284.0,238.0,19.0,14.0,199.0,293.017578125,244.7713623046875
220,70ce3c5a-7bd0-4e0f-b792-f3fc6ac5e1d0,"Unclassified",381.0,327.0,11.0,22.0,199.0,386.24371337890625,338.4698486328125
221,1667c94f-1391-4c4d-bb60-32194f8e226f,"Unclassified",93.0,496.0,21.0,12.0,198.0,103.41413879394531,502.1212158203125
222,8d08dd63-35f1-438f-9932-60ff00035f60,"Unclassified",1.0,513.0,20.0,14.0,198.0,10.383838653564453,519.6060791015625
223,22bdd8bc-968b-4c74-902b-56aee7ed2be7,"Unclassified",410.0,522.0,22.0,13.0,198.0,420.18182373046875,528.7979736328125
224,be495ef1-5b03-48b8-ae47-54c81113e411,"Unclassified",832.0,603.0,16.0,17.0,198.0,839.3989868164062,611.4697265625
225,3b75d3a1-ce8c-403d-b861-9ffd78545933,"Unclassified",616.0,104.0,15.0,17.0,197.0,623.7284545898438,112.90101623535156
226,155a57ea-533e-4e90-a37d-78a318c5e640,"Unclassified",250.0,711.0,20.0,14.0,197.0,259.5863037109375,718.44921875
227,03c2b6e3-b670-49c1-b7f1-6e285e5cd35d,"Unclassified",645.0,520.0,15.0,18.0,196.0,652.7703857421875,529.0816040039062
228,bd9f0f1e-2126-45a0-937c-ef8ffb5dc637,"Unclassified",27.0,660.0,16.0,16.0,196.0,35.3775520324707,668.1428833007812
229,489dea52-2bc7-4b72-9595-b1921fc4dec2,"Unclassified",296.0,260.0,17.0,16.0,195.0,304.8435974121094,267.74102783203125
230,ce892de5-83e0-4eb3-9649-9560adf3e5f5,"Unclassified",296.0,563.0,16.0,16.0,195.0,303.556396484375,570.8230590820312
231,bdf2041f-f74c-4d75-b688-ee736becda2c,"Unclassified",803.0,615.0,20.0,17.0,195.0,811.7359008789062,624.1974487304688
232,d86757eb-0f98-4325-b9ad-880ff0c69723,"Unclassified",47.0,278.0,19.0,14.0,194.0,55.984535217285156,284.7577209472656
233,f75c5e8d-60c1-4140-a6a6-08f304a4e44f,"Unclassified",417.0,399.0,18.0,14.0,194.0,426.4845275878906,405.6082458496094
234,0e04e419-4c3e-4b34-b9f3-4b85adad89bf,"Unclassified",161.0,23.0,14.0,18.0,192.0,167.609375,32.59895706176758
235,f3195ebe-1d53-426d-9557-38137661265b,"Unclassified",548.0,381.0,18.0,14.0,192.0,557.2760620117188,387.8958435058594
236,16a06f71-aef2-497e-9d7f-b888eb2d965a,"Unclassified",862.0,503.0,15.0,17.0,190.0,869.0947265625,511.0789489746094
237,44aa53ac-1eea-47ab-9cb2-b562dc065943,"Unclassified",691.0,159.0,17.0,15.0,189.0,699.2460327148438,166.09788513183594
238,8f7333ae-fab8-4f19-b0ff-51ad46f1c373,"Unclassified",745.0,714.0,15.0,20.0,188.0,752.2446899414062,724.2553100585938
239,16dc1eb4-a618-45f9-a026-9e6367bb43f9,"Unclassified",76.0,716.0,15.0,17.0,188.0,82.88298034667969,724.9840698242188
240,44bafcfe-0c00-4a31-950e-007313d56e9d,"Unclassified",251.0,137.0,16.0,15.0,187.0,258.9224548339844,144.7032012939453
241,60794496-78cd-4c5d-8a6e-fc17a4a4f720,"Unclassified",721.0,141.0,15.0,16.0,187.0,728.7031860351562,148.70855712890625
242,4c3e684c-9e9d-4d06-9b39-e22b48b4eb11,"Unclassified",108.0,284.0,15.0,22.0,187.0,114.83155059814453,295.68182373046875
243,2f81a799-7a47-47ba-870c-908646cddfeb,"Unclassified",597.0,325.0,16.0,16.0,187.0,605.1845092773438,333.01336669921875
244,c4454ec3-e090-48b5-93e8-139b7a6851ee,"Unclassified",677.0,335.0,23.0,24.0,186.0,688.521484375,346.4731140136719
245,79f48812-eb8a-42cf-80f2-dbd9eda5df1d,"Unclassified",3.0,412.0,14.0,18.0,186.0,10.03763484954834,421.05914306640625
246,dac67959-8a52-41c0-8f76-aaf17d8b10ed,"Unclassified",764.0,266.0,14.0,18.0,185.0,771.2243041992188,275.8405456542969
247,c6140f36-aa11-4b76-8cd6-95a9e7717451,"Unclassified",427.0,478.0,17.0,17.0,185.0,435.8297424316406,486.2729797363281
248,5eef3be7-0d3c-4d56-8265-0f73902ee437,"Unclassified",513.0,122.0,13.0,32.0,184.0,519.3152465820312,139.75543212890625
249,a708be54-77a9-4513-93d3-7a646443b64e,"Unclassified",697.0,529.0,13.0,18.0,184.0,703.771728515625,538.04345703125
250,4524c589-95d8-4dd0-844d-32dd8eeff3d0,"Unclassified",228.0,119.0,17.0,15.0,182.0,235.7087860107422,126.56044006347656
251,2e7369e3-5e38-479d-be00-4ba3565adac3,"Unclassified",564.0,32.0,25.0,15.0,181.0,575.8922729492188,39.02486038208008
252,12cc0c3c-6b65-41d3-bace-2f1b82e90a33,"Unclassified",402.0,99.0,23.0,15.0,181.0,414.4834289550781,106.38397979736328
253,c3986f3a-40af-40d1-aa85-3acdb6b8dd4a,"Unclassified",450.0,577.0,14.0,21.0,181.0,456.93646240234375,587.8204345703125
254,26f48169-1cc2-4406-9439-6d83fced9ae9,"Unclassified",587.0,70.0,30.0,11.0,180.0,602.9722290039062,74.5888900756836
