index,NumPixels,ms
260,306,2.29189
261,355,1.800205
262,233,1.311198
263,210,1.321199
264,378,1.810565
265,247,1.435547
266,407,1.676686
267,163,1.428458
268,73,1.039591
269,208,1.553867
270,283,1.353848
271,532,1.565396
272,161,1.23214
273,163,1.271409
274,290,1.341328
275,298,1.394188
276,196,1.392227
277,238,1.339108
278,333,1.456857
279,91,1.085021
280,87,1.18225
281,229,1.500657
282,283,1.520746
283,350,1.553636
284,460,1.550766
285,235,1.363898
286,568,1.516066
287,385,1.611256
288,114,1.16042
289,252,1.325258
290,372,1.504107
291,422,1.450017
292,81,1.373277
293,171,1.209529
294,257,2.024311
295,304,1.300739
296,150,1.154179
297,428,2.661667
298,113,1.277539
299,1046,1.956033
300,259,2.149171
301,907,2.052101
302,79,1.013551
303,309,1.614086
304,138,1.034831
305,806,1.671655
306,451,1.628356
307,385,1.355758
308,303,3.554028
309,265,1.18557
310,68,2.506108
311,105,1.420098
312,262,2.737306
313,307,1.381128
314,279,1.362798
315,180,1.455567
316,395,1.598766
317,495,1.509196
318,229,1.205059
319,378,3.083193
320,276,1.607736
321,127,1.307239
322,629,1.606876
323,1219,2.067873
324,218,1.375558
325,198,1.238629
326,379,1.472486
327,503,1.459357
328,303,2.532608
329,196,1.337998
330,360,1.18140
331,402,1.306789
332,109,1.269149
333,263,1.361758
334,393,1.262029
335,141,1.358378
336,368,1.663325
337,265,1.518037
338,619,1.763584
339,813,5.56996
340,304,3.079364
341,180,1.689815
342,319,2.489317
343,193,1.609715
344,343,2.417809
345,274,2.154451
346,258,2.231371
347,95,1.377488
348,472,3.151112
349,221,2.109841
350,102,1.450398
351,397,2.613017
352,454,2.890235
353,219,2.035671
354,738,2.025512
355,198,1.765724
356,140,1.198609
357,883,1.756024
358,510,1.558807
359,266,1.438447
360,250,1.638556
361,224,1.822533
362,280,2.182762
363,322,2.31670
364,632,1.565166
365,284,1.683325
366,63,1.264349
367,318,2.004253
368,390,2.293621
369,424,2.515828
370,617,1.984444
371,292,1.580826
372,939,2.438278
373,61,3.912905
374,451,2.584717
375,241,1.672095
376,314,1.607315
377,278,2.233321
378,693,1.696294
379,509,6.501642
380,388,1.971372
381,283,2.556496
382,294,2.867915
383,359,2.110231
384,265,2.011932
385,598,2.049502
386,252,1.994992
387,562,1.760034
388,284,1.600136
389,349,1.505916
390,388,4.141594
391,233,1.934282
392,101,1.423318
393,537,1.819183
394,262,1.778814
395,94,1.303029
396,405,2.524908
397,289,1.700494
398,245,1.506417
399,220,10.987212
400,221,2.526058
401,307,1.503857
402,310,1.311509
403,37,0.937542
404,135,4.115514
405,179,1.777625
406,111,1.346878
407,506,1.374418
408,540,1.412897
409,41,0.835653
410,203,1.15322
411,210,1.015801
412,121,0.967902
413,154,0.978211
414,278,1.247169
415,309,1.070311
416,28,0.870942
417,453,1.201929
418,261,1.076531
419,323,1.329969
420,565,2.481098
421,217,1.679435
422,332,1.18514
423,188,1.10998
424,201,1.450568
425,226,1.194539
426,175,1.23837
427,281,1.192899
428,284,1.080649
429,299,1.250339
430,204,1.339968
431,289,2.864884
432,225,1.308618
433,76,0.890022
434,112,1.13681
435,275,1.068041
436,538,1.310458
437,181,0.978902
438,93,0.978902
439,215,1.12894
440,244,1.119829
441,95,0.786322
442,299,1.13686
443,186,1.107319
444,354,1.18163
445,225,1.13764
446,44,0.833473
447,393,1.08608
448,215,1.017822
449,132,1.248799
450,431,1.266989
451,356,1.234909
452,152,1.026021
453,752,1.393378
454,455,1.308148
455,261,1.15595
456,233,1.079461
457,374,1.174009
458,290,1.231559
459,693,1.414427
460,378,1.366828
461,130,0.989642
462,162,0.926621
463,786,1.487937
464,264,1.048751
465,827,1.526157
466,154,0.913902
467,185,1.03514
468,214,1.087441
469,246,0.998311
470,123,0.997371
471,301,1.20010
472,323,1.21894
473,288,1.16925
474,133,0.908142
475,241,0.971181
476,741,1.350008
477,145,0.963822
478,65,0.878683
479,384,1.239339
480,232,0.907362
481,372,1.13868
482,917,1.531026
483,644,1.290688
484,287,1.031111
485,347,1.12103
486,215,1.284658
487,346,1.172519
488,111,0.986762
489,68,0.96727
490,135,1.052351
491,317,1.406987
492,77,1.092041
493,368,1.249589
494,227,0.992652
495,228,1.293349
496,435,1.385968
497,194,1.231529
498,729,1.183659
499,206,0.851203
500,263,0.969052
501,111,0.803783
502,357,1.20154
503,141,0.851402
504,335,1.057881
505,142,0.902202
506,109,0.760203
507,569,1.654045
508,82,0.884042
509,275,1.134761
510,121,1.09945
511,174,2.212501
512,147,1.10637
513,409,1.392428
514,195,1.035751
515,230,1.00967
516,264,12.044164
517,227,1.547116
518,383,1.11853
519,83,0.753664
520,226,1.14096
521,271,0.984392
522,419,1.221169
523,375,2.635387
524,91,0.792273
525,272,1.08412
526,228,1.634936
527,468,2.382919
528,50,1.10359
529,303,1.553366
530,142,1.124209
531,56,1.050211
532,159,1.178829
533,133,1.103761
534,222,2.460348
535,297,1.345719
536,262,1.238079
537,43,0.815294
538,260,1.271619
539,96,0.983611
540,151,0.971672
541,43,0.825353
542,245,1.21305
543,621,2.33410
544,108,1.03817
545,208,1.091031
546,159,1.033931
547,89,0.889533
548,332,1.247258
549,310,2.039272
550,264,1.06235
551,76,0.998281
552,105,1.09131
553,741,5.076735
554,300,2.791915
555,167,2.854434
556,460,4.013134
557,153,2.849605
558,218,4.829767
559,670,2.935964
560,202,1.487997
561,283,1.273439
562,384,1.599687
563,463,1.609377
564,184,1.12384
565,154,1.061421
566,154,1.202579
567,108,1.16540
568,489,1.653375
569,192,1.094671
570,173,1.227668
571,135,1.439928
572,83,0.950961
573,397,1.424258
574,307,1.306078
575,382,1.177679
576,201,1.08458
577,116,1.013132
578,329,1.178869
579,189,1.011062
580,399,1.16523
581,929,1.577586
582,458,1.412528
583,1049,1.592556
584,371,1.365488
585,328,1.15731
586,68,0.935133
587,323,1.083541
588,95,1.12578
589,98,0.960261
590,101,0.865412
591,62,0.98194
592,263,1.10076
593,426,1.598906
594,256,1.020362
595,136,1.054241
596,305,1.498757
597,414,1.414957
598,298,1.125739
599,178,0.987162
600,574,1.187179
601,80,0.967532
602,237,0.979062
603,83,0.913681
604,101,0.902992
605,130,1.036711
606,233,1.424407
607,574,1.337348
608,229,0.996231
609,248,1.097919
610,96,0.847712
611,209,0.909192
612,236,1.066121
613,115,1.068701
614,68,0.861723
615,107,1.003132
616,88,0.976752
617,318,2.945884
618,597,2.055572
619,977,2.003792
621,173,6.511352
622,190,1.253649
623,115,4.021115
624,78,1.034071
625,367,1.596986
626,861,2.855635
627,126,1.383848
628,317,1.844044
629,497,1.942513
630,139,1.484737
631,23,0.856473
632,69,0.974671
633,257,1.524227
634,82,1.100811
