index,NumPixels,ms
378,371,1.414058
379,522,8.450675
380,428,2.321219
381,334,1.511567
382,299,3.681517
383,350,2.402659
384,232,1.667605
385,389,1.345718
386,468,1.287139
387,492,1.362188
388,446,1.368118
389,121,0.909152
390,402,1.15974
391,592,1.333019
392,311,1.063191
393,739,2.647147
394,592,1.306139
395,332,1.024351
396,330,1.169269
397,890,5.996617
398,425,1.460917
399,542,1.430707
400,555,1.17342
401,389,1.11568
402,426,1.278098
403,459,8.367476
404,768,14.982197
405,784,1.280648
406,467,1.239949
407,720,1.667916
408,247,1.014201
409,1950,1.973542
410,81,0.818063
411,984,1.380838
412,1904,2.123241
413,209,1.021111
414,300,1.031122
415,381,1.15674
416,415,1.068401
417,752,1.271839
418,271,2.466858
419,494,1.229939
420,377,1.094581
421,615,2.596277
422,1170,1.636826
423,368,1.342227
424,746,2.159711
425,464,1.435718
426,414,1.296528
427,248,0.935172
428,374,0.95912
429,480,1.051221
430,1476,1.488217
431,337,2.574018
432,375,1.187488
433,152,2.152282
434,277,1.251199
435,419,1.080711
436,414,1.02764
437,270,2.153821
438,368,1.198198
439,427,2.057792
440,512,2.164731
441,457,1.016831
442,511,1.227379
443,308,1.046501
444,150,1.01552
445,103,0.818742
446,561,1.035651
447,355,1.467337
448,437,1.941542
449,487,2.034931
450,192,2.894605
451,642,2.226551
452,521,1.724325
453,354,1.03146
454,235,0.938192
455,427,1.081849
456,436,2.704346
457,418,1.127821
458,352,1.05763
459,522,1.413918
460,323,0.989571
461,643,1.19482
462,617,1.047831
463,1297,1.485488
464,1523,4.310191
465,546,1.281249
466,350,1.056639
467,444,1.15702
468,470,1.132599
469,357,0.977732
470,307,1.034311
471,222,0.883712
472,230,0.970212
473,937,1.391458
474,164,0.858453
475,622,1.427868
476,157,0.862952
477,442,1.15148
478,734,1.350518
479,704,1.18711
480,332,1.000071
481,563,1.10722
482,699,1.345298
483,336,1.11330
484,261,0.961032
485,325,0.98023
486,681,1.057691
487,296,0.855403
488,365,1.06655
489,248,0.853983
490,1083,1.438827
491,311,0.996211
492,904,1.280748
493,333,1.018641
494,415,1.130681
495,412,1.025551
496,76,0.853333
497,300,0.865482
498,443,1.060191
499,370,1.05810
500,438,1.17083
501,732,1.317009
502,177,0.875372
503,2082,2.203191
504,397,0.963112
505,806,1.964962
506,425,2.011723
507,330,4.299362
508,510,2.229591
509,298,3.513339
510,286,1.468767
511,285,1.623826
512,540,1.199519
513,240,0.920112
514,146,0.876903
515,188,0.874763
516,312,0.962201
517,504,1.033921
518,200,2.13764
519,342,1.588726
520,337,2.069371
521,312,1.791974
522,120,1.413877
523,48,2.35414
524,30,0.747684
525,3896,2.965014
526,1523,2.753156
527,2838,3.451059
528,752,1.462277
529,2682,3.230991
530,3662,4.209253
531,1572,3.191211
532,2418,2.393669
533,446,2.109322
534,735,2.522648
535,375,1.229199
536,482,1.13636
537,1370,2.093901
538,3076,2.368239
539,587,2.284639
540,2787,13.958297
541,401,4.476861
542,1227,7.089648
543,1563,2.123931
544,1522,2.129371
545,1331,1.955842
546,511,1.518107
547,1681,2.520018
548,558,1.537836
549,345,0.984661
550,503,1.013701
551,1457,1.435947
552,1953,1.697874
553,680,1.844214
554,1108,2.39425
555,339,1.454047
556,980,1.317388
557,1860,2.145061
