feature,cls,pyradiomics,mapping,dimensionality,default_on,breast_n,breast_r,breast_ccc,breast_icc,breast_max_rel_err,breast_median_rel_err,breast_status,puma_n,puma_r,puma_ccc,puma_icc,puma_max_rel_err,puma_median_rel_err,puma_status,default_agg_max_rel_err,notes
shape_Compactness2,shape,original_shape_Compactness2,legacy,2D under 3D name,no,410,-0.6847483668168387,-0.00034421590206453975,-0.0003450577961389858,2274.245415031545,495.33498191198316,discrepant,8644,-0.6623476103869668,-0.00024140597483870486,-0.00024143391239030135,42203.28735737068,1399.8674249253104,discrepant,2274.245415031545,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree; optional in PyRadiomics (must be enabled explicitly)"
shape_Elongation,shape,original_shape_Elongation,legacy,2D under 3D name,no,410,0.9999999999999999,0.9999999999999999,1.0,2.0894543310158745e-14,3.002903509153876e-16,exact,8644,1.0,1.0,1.0,8.56885360643252e-14,3.032167497994263e-16,exact,2.0894543310158745e-14,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_LeastAxisLength,shape,original_shape_LeastAxisLength,legacy,2D under 3D name,no,410,,0.0,0.0,,,discrepant,8644,,0.0,-8.409599512404124e-18,,,discrepant,,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_MajorAxisLength,shape,original_shape_MajorAxisLength,legacy,2D under 3D name,no,410,0.9999999999999999,1.0,1.0,1.0155049633984495e-14,1.5084624174896178e-16,exact,8644,0.9999999999999999,1.0,1.0,4.2368548489755095e-14,1.5100197267821147e-16,exact,1.0155049633984495e-14,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_Maximum2DDiameterColumn,shape,original_shape_Maximum2DDiameterColumn,legacy,2D under 3D name,no,410,0.903239732567264,0.8693641746230583,0.8696412631698778,1.375,0.0,discrepant,8644,0.9509349515264294,0.9339557907204765,0.9339629266347507,1.5555555555555556,0.02564102564102564,discrepant,1.375,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_Maximum2DDiameterRow,shape,original_shape_Maximum2DDiameterRow,legacy,2D under 3D name,no,410,0.9042445972016088,0.8703237761712658,0.8705991322882018,1.625,0.0,discrepant,8644,0.9505315669308476,0.9330802890162507,0.9330875127490913,1.6111111111111112,0.022727272727272728,discrepant,1.625,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_Maximum2DDiameterSlice,shape,original_shape_Maximum2DDiameterSlice,legacy,2D under 3D name,no,410,0.9999999999999998,1.0,1.0,0.0,0.0,exact,8644,0.9996780990517181,0.9996473869832425,0.9996474277616662,0.375,0.0,discrepant,0.0,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_Maximum3DDiameter,shape,original_shape_Maximum3DDiameter,legacy,2D under 3D name,no,410,0.9999999999999998,1.0,1.0,0.0,0.0,exact,8644,0.9996780990517181,0.9996473869832425,0.9996474277616662,0.375,0.0,discrepant,0.0,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_MeshVolume,shape,original_shape_MeshVolume,legacy,2D under 3D name,no,410,0.9999249169366966,0.9901283724044029,0.9901522124383171,0.2514285714285714,0.06230860624179754,discrepant,8644,0.999942410666579,0.9978381032482477,0.9978383528113419,0.9411764705882352,0.04363936137147878,discrepant,0.2514285714285714,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_MinorAxisLength,shape,original_shape_MinorAxisLength,legacy,2D under 3D name,no,410,0.9999999999999999,0.9999999999999999,1.0,1.0767802517596493e-14,2.1201238120861032e-16,exact,8644,1.0,1.0000000000000002,1.0,4.308087091109494e-14,2.097327857643261e-16,exact,1.0767802517596493e-14,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_SphericalDisproportion,shape,original_shape_SphericalDisproportion,legacy,2D under 3D name,no,410,-0.09133460128134371,-0.0023320372178174537,-0.002337752349708175,0.698981795155308,0.5829758187898728,discrepant,8644,-0.057506987575395525,-0.0014209548555530985,-0.0014211194944750425,0.8445883044928187,0.6654326278873575,discrepant,0.698981795155308,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree; optional in PyRadiomics (must be enabled explicitly)"
shape_Sphericity,shape,original_shape_Sphericity,legacy,2D under 3D name,no,410,-0.0773461838719477,-0.001845943142176456,-0.0018504648023109067,2.322058214106825,1.3979424816522263,discrepant,8644,-0.07638063325173465,-0.0018625837774284017,-0.0018627996808644452,5.4345221685956835,1.988934622275095,discrepant,2.322058214106825,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_SurfaceArea,shape,original_shape_SurfaceArea,legacy,2D under 3D name,no,410,0.9284006571637703,0.022163090296516252,0.022216074925909608,0.9221486840185974,0.8684041036254688,discrepant,8644,0.9346338496361121,0.023955947511328093,0.02395865282143826,0.9710390818608241,0.9080175951912224,discrepant,0.9221486840185974,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_SurfaceVolumeRatio,shape,original_shape_SurfaceVolumeRatio,legacy,2D under 3D name,no,410,0.9977879780949277,0.004134104381164099,0.004144170327248358,0.9248631650500271,0.8762498635577461,discrepant,8644,0.9926955368346757,0.004016173680392721,0.004016636487539628,0.9713967388482455,0.9118734764113883,discrepant,0.9248631650500271,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
shape_VoxelVolume,shape,original_shape_VoxelVolume,legacy,2D under 3D name,no,410,1.0,1.0,1.0,0.0,0.0,exact,8644,0.9999999999999998,1.0,1.0,0.0,0.0,exact,0.0,"2D quantity under PyRadiomics 3D name; PyRadiomics evaluates a one-voxel-thick volume, so values are not expected to agree"
