feature,cls,pyradiomics_name,n,pearson_r,ccc,icc,mae,median_abs_err,max_abs_err,mean_difference,sd_difference,loa_lower,loa_upper,median_rel_err,max_rel_err,frac_within_1e6,frac_within_1e3,slope,intercept,mean_pyrad,sd_pyrad,status
glszm_GrayLevelVariance,glszm,original_glszm_GrayLevelVariance,8644,0.9999999999999998,0.9999999999999998,1.0,1.3724945905997713e-16,0.0,2.6645352591003757e-15,2.1192364537615782e-17,2.5352743596046287e-16,-4.757214099448914e-16,5.18106139020123e-16,0.0,9.440386976686864e-16,1.0,1.0,1.0000000000000007,1.5284907693936072e-16,1.2875738529531422,0.527361742913355,exact
glszm_HighGrayLevelZoneEmphasis,glszm,original_glszm_HighGrayLevelZoneEmphasis,8644,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.2227926155148885e-15,10.704223332475058,3.941018758585374,exact
glszm_LargeAreaEmphasis,glszm,original_glszm_LargeAreaEmphasis,8644,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999992,2.5042792765744816e-12,7239.953245421798,10649.361178007022,exact
glszm_LargeAreaHighGrayLevelEmphasis,glszm,original_glszm_LargeAreaHighGrayLevelEmphasis,8644,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000009,-1.0017117106297922e-11,37051.93147101112,51499.96623227373,exact
glszm_LargeAreaLowGrayLevelEmphasis,glszm,original_glszm_LargeAreaLowGrayLevelEmphasis,8644,0.9999999999999998,1.0,1.0,7.418100788374715e-14,0.0,1.4551915228366852e-11,6.709862240613432e-15,3.811823076335246e-13,-7.404074607210948e-13,7.538271852023217e-13,0.0,6.206870199189348e-16,1.0,1.0,1.0000000000000004,-6.260698191436215e-13,2379.5256839423137,5280.43229049238,exact
glszm_LowGrayLevelZoneEmphasis,glszm,original_glszm_LowGrayLevelZoneEmphasis,8644,1.0,0.9999999999999999,1.0,1.837313786124811e-17,0.0,2.7755575615628914e-16,-6.99669126173709e-18,4.400631376358709e-17,-9.324906623836778e-17,7.925568371489361e-17,0.0,1.21330287782334e-15,1.0,1.0,0.9999999999999996,1.9106134617420078e-17,0.2557124554796107,0.11023662267280197,exact
glszm_SizeZoneNonUniformity,glszm,original_glszm_SizeZoneNonUniformity,8644,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.000000000000001,3.056981538787198e-16,3.052401773201585,2.064006468002937,exact
glszm_SizeZoneNonUniformityNormalized,glszm,original_glszm_SizeZoneNonUniformityNormalized,8644,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999974,-1.9106134617419915e-17,0.17844124797187522,0.06747900330908975,exact
glszm_SmallAreaEmphasis,glszm,original_glszm_SmallAreaEmphasis,8644,1.0,1.0,1.0,2.4216290189630885e-17,0.0,3.3306690738754696e-16,-7.862848888104037e-18,5.194468435485992e-17,-1.0967443022362948e-16,9.39487324474214e-17,0.0,1.8932239329150238e-15,1.0,1.0,0.9999999999999996,0.0,0.3207885446509737,0.12590669779574706,exact
glszm_SmallAreaHighGrayLevelEmphasis,glszm,original_glszm_SmallAreaHighGrayLevelEmphasis,8644,1.0,1.0,1.0,4.0440650725337707e-16,0.0,1.0658141036401503e-14,-7.455698611835904e-17,8.130507598800225e-16,-1.668136475483203e-15,1.519022503246485e-15,0.0,8.45974203974507e-16,1.0,1.0,0.9999999999999997,9.17094461636165e-16,4.300752434111076,2.675710198271371,exact
glszm_SmallAreaLowGrayLevelEmphasis,glszm,original_glszm_SmallAreaLowGrayLevelEmphasis,8644,0.9999999999999999,1.0,1.0,5.906368188509187e-18,0.0,1.1102230246251565e-16,-1.2653206288794271e-18,2.4389089518987895e-17,-4.90679360860957e-17,4.653729482833685e-17,0.0,9.554067979811428e-15,1.0,1.0,0.9999999999999989,-1.910613461742009e-17,0.06050291534073359,0.04839759968234655,exact
glszm_ZoneEntropy,glszm,original_glszm_ZoneEntropy,8644,1.0,0.9999999999999999,1.0,4.505917603920999e-15,3.9968028886505635e-15,2.042810365310288e-14,4.505917603920999e-15,2.1167355350947463e-15,3.5711595513529646e-16,8.654719252706702e-15,1.1985569584335398e-15,3.770273930151199e-15,1.0,1.0,1.000000000000008,-4.2797741543021245e-15,3.48969086531749,0.6487911492041069,exact
glszm_ZonePercentage,glszm,original_glszm_ZonePercentage,8644,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999998,4.7765336543550095e-18,0.04203119808555875,0.024443221306665472,exact
glszm_ZoneVariance,glszm,original_glszm_ZoneVariance,8644,1.0,0.9999999999999998,1.0,5.017428192290723e-13,0.0,2.9103830456733704e-11,6.740487133948881e-14,1.4310424934545386e-12,-2.7374384158314065e-12,2.8722481585103845e-12,0.0,8.456723288715607e-16,1.0,1.0,0.9999999999999992,0.0,5763.998050001929,8355.687900649262,exact
ngtdm_Busyness,ngtdm,original_ngtdm_Busyness,8644,0.9999999999999999,1.0,1.0,3.8590653630133564e-16,0.0,7.105427357601002e-15,1.0313617408306348e-17,7.370154018170139e-16,-1.434236570153041e-15,1.4548638049696536e-15,0.0,1.104734667702617e-15,1.0,1.0,0.9999999999999983,-2.4455852310297692e-15,5.285381624271487,22.33443649669769,exact
ngtdm_Coarseness,ngtdm,original_ngtdm_Coarseness,8644,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999996,-2.5042792765744925e-12,347.09782116730145,18626.35414368399,exact
ngtdm_Complexity,ngtdm,original_ngtdm_Complexity,8644,1.0,1.0,1.0,2.8357952522789023e-16,0.0,5.329070518200751e-15,1.2214508288044005e-17,5.809986863113881e-16,-1.1265429168822766e-15,1.1509719334583647e-15,0.0,8.558366465245662e-16,1.0,1.0,1.0000000000000009,3.05698153878722e-16,2.4554146880439345,1.654711651520057,exact
ngtdm_Contrast,ngtdm,original_ngtdm_Contrast,8644,0.9999999999999998,1.0000000000000002,1.0,6.268768701810759e-12,4.708298854960713e-12,9.119749400099408e-11,-4.666637814003138e-12,8.593846858990867e-12,-2.1510577657625236e-11,1.2177302029618961e-11,3.9999642348413907e-10,2.400008003413355e-09,1.0,1.0,0.9999999998576699,-2.044248932056729e-12,0.01842489737437988,0.008449262313597498,exact
ngtdm_Strength,ngtdm,original_ngtdm_Strength,8644,1.0,1.0,1.0,3.4701694189264874e-17,0.0,2.6645352591003757e-15,-1.5950465278879758e-18,8.698775421238564e-17,-1.7209104478416382e-16,1.6890095172838785e-16,0.0,2.7822759979899318e-15,1.0,1.0,1.0000000000000004,3.821226923484024e-17,0.30704588645100833,0.281897414076719,exact
shape2D_Elongation,shape2D,original_shape2D_Elongation,8644,1.0,1.0,1.0,2.7630669103429935e-16,2.220446049250313e-16,8.548717289613705e-14,1.4722271424995208e-17,1.1650975075139131e-15,-2.2688688433022746e-15,2.298313386152265e-15,3.032751755543483e-16,8.56885360643252e-14,1.0,1.0,0.9999999999999998,-1.5284907693936065e-16,0.6406337026200484,0.16852776267916214,exact
shape2D_MajorAxisLength,shape2D,original_shape2D_MajorAxisLength,8644,0.9999999999999999,1.0,1.0,6.2231057368276356e-15,3.552713678800501e-15,1.4779288903810084e-12,-1.3491187703219162e-16,1.9631579142953013e-14,-3.86128069972201e-14,3.834298324315571e-14,1.5146713337404294e-16,4.2368548489755095e-14,1.0,1.0,1.0000000000000002,-4.89117046205954e-15,31.656664966688908,10.729473924174298,exact
shape2D_MaximumDiameter,shape2D,original_shape2D_MaximumDiameter,8644,0.9996780990517181,0.9996473869832425,0.9996474277616662,0.1553727196647069,0.0,4.0,0.07820780756555608,0.267992602304768,-0.44705769295178927,0.6034733080829014,0.0,0.375,0.5524062933826932,0.5609671448403517,0.9972137353378212,0.16783583806275756,32.1678093663253,10.524765084812849,discrepant
shape2D_MeshSurface,shape2D,original_shape2D_MeshSurface,8644,0.9999654495042841,0.9999642942189206,0.9999642983494748,1.949845311960086,1.5,15.0,0.46849542614254647,2.5622083204441526,-4.553432881927993,5.490423734213085,0.0034246600445821543,0.15789473684210525,0.09382230448866266,0.16531698287829708,0.9999557133858896,0.4908068138100036,503.7952915316983,308.2116082803434,discrepant
shape2D_MinorAxisLength,shape2D,original_shape2D_MinorAxisLength,8644,1.0,1.0000000000000002,1.0,6.246430181676309e-15,3.552713678800501e-15,1.4992451724538114e-12,1.8371853475518555e-16,1.9877830546621202e-14,-3.877682933662237e-14,3.914426640613274e-14,2.0983118647076959e-16,4.308087091109494e-14,1.0,1.0,1.0000000000000009,-2.4455852310297755e-15,19.495141001867342,6.511435771722128,exact
shape2D_Perimeter,shape2D,original_shape2D_Perimeter,8644,0.9960918381802825,0.9956474996913697,0.9956480010285095,1.6373761393895339,1.1715728752538297,31.65814247335581,-0.7785404150634364,2.39631477312943,-5.47531737039712,3.9182365402702466,0.016050840553681823,0.3271960380688463,0.22292919944470152,0.22674687644608976,0.9883434166805815,0.2430769431674247,87.64295078893167,27.103512689477935,discrepant
shape2D_PerimeterSurfaceRatio,shape2D,original_shape2D_PerimeterSurfaceRatio,8644,0.9960828818696377,0.9953934397981843,0.9953939702635067,0.00443053011124074,0.003557251972996986,0.2717571272736332,-0.0015502553577271619,0.008262194285104264,-0.017744156156531517,0.014643645441077194,0.01705595094832811,0.28168411767963636,0.02961591855622397,0.25983341045812125,1.029229406683987,-0.007706024055811995,0.21060190391948594,0.08612365025761294,discrepant
shape2D_PixelSurface,shape2D,original_shape2D_PixelSurface,8644,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999978,-3.9129363696476295e-14,504.29615918556226,308.21114684630606,exact
shape2D_SphericalDisproportion,shape2D,original_shape2D_SphericalDisproportion,8644,0.9582253318206662,0.9498419338412121,0.9498474454690466,0.02241347140665256,0.018968290395648957,0.44444125017629377,-0.009730509928269375,0.03234269710468561,-0.07312219625345318,0.05366117639691442,0.016617360201680677,0.2799174950375134,0.02950023137436372,0.09775566867191116,1.0549304552797145,-0.07299750419720931,1.1517653357645434,0.10118061316805796,discrepant
shape2D_Sphericity,shape2D,original_shape2D_Sphericity,8644,0.9549643359945241,0.9417595445095042,0.9417658898212083,0.016943782480628937,0.014311677871055584,0.17784860927978408,0.008710525893342591,0.021850322230695177,-0.03411610567881995,0.051537157465505135,0.016648425229050304,0.21869963972115983,0.02950023137436372,0.10735770476631189,1.0647054793683501,-0.04783244338686673,0.8738513311728685,0.064817221735236,discrepant
shape_Compactness1,shape,original_shape_Compactness1,8644,-0.7644369608786772,-0.0025227357090277036,-0.002523028327405875,0.31372689117860736,0.31730094792687585,0.6315240930288962,0.31372689117860736,0.06565608364110072,0.18504096724204996,0.4424128151151647,36.428163525747,204.43682084127673,0.0,0.0,-18.285103553396183,0.4873669548208231,0.009003843985667236,0.00265878861245423,discrepant
shape_Compactness2,shape,original_shape_Compactness2,8644,-0.6623476103869668,-0.00024140597483870486,-0.00024143391239030135,38.412681847921846,37.792990153720844,143.09028125289663,38.412681847921846,14.455721826586696,10.079467067811922,66.74589662803177,1399.8674249253104,42203.28735737068,0.0,0.0,-450.0657832741107,52.53828861504253,0.031316068056832874,0.02125207053694895,discrepant
shape_Elongation,shape,original_shape_Elongation,8644,1.0,1.0,1.0,2.763082965164613e-16,2.220446049250313e-16,8.548717289613705e-14,1.5761018383770768e-17,1.1652196734360202e-15,-2.268069541550829e-15,2.2995915783183703e-15,3.032167497994263e-16,8.56885360643252e-14,1.0,1.0,0.9999999999999997,-1.1463680770452046e-16,0.6406337026200484,0.16852776267916214,exact
shape_LeastAxisLength,shape,original_shape_LeastAxisLength,8644,,0.0,-8.409599512404124e-18,19.495141001867342,18.847819101099745,59.90717729465966,19.495141001867342,6.511812449232161,6.731988601372308,32.258293402362376,,,0.0,0.0,,,0.0,0.0,discrepant
shape_MajorAxisLength,shape,original_shape_MajorAxisLength,8644,0.9999999999999999,1.0,1.0,6.193307987902019e-15,3.552713678800501e-15,1.4779288903810084e-12,-1.3922741308348794e-16,1.962249951392343e-14,-3.859932646037341e-14,3.832087163420644e-14,1.5100197267821147e-16,4.2368548489755095e-14,1.0,1.0,1.0000000000000002,-4.89117046205954e-15,31.656664966688908,10.729473924174298,exact
shape_Maximum2DDiameterColumn,shape,original_shape_Maximum2DDiameterColumn,8644,0.9509349515264294,0.9339557907204765,0.9339629266347507,1.6115814449057873,1.0,44.0,1.6115814449057873,2.90475803401716,-4.081744301767847,7.304907191579421,0.02564102564102564,1.5555555555555556,0.48507635354002776,0.48507635354002776,1.0184219588241818,1.166095686352218,24.182322998611752,8.752461536185663,discrepant
shape_Maximum2DDiameterRow,shape,original_shape_Maximum2DDiameterRow,8644,0.9505315669308476,0.9330802890162507,0.9330875127490913,1.6872397038408145,1.0,32.0,1.6872397038408145,3.0332951749064967,-4.25801883897592,7.632498246657548,0.022727272727272728,1.6111111111111112,0.49363720499768626,0.49363720499768626,1.02149269260383,1.1514639747486428,24.928273947246645,9.067383167775338,discrepant
shape_Maximum2DDiameterSlice,shape,original_shape_Maximum2DDiameterSlice,8644,0.9996780990517181,0.9996473869832425,0.9996474277616662,0.1553727196647069,0.0,4.0,0.07820780756555608,0.267992602304768,-0.44705769295178927,0.6034733080829014,0.0,0.375,0.5524062933826932,0.5609671448403517,0.9972137353378212,0.16783583806275756,32.1678093663253,10.524765084812849,discrepant
shape_Maximum3DDiameter,shape,original_shape_Maximum3DDiameter,8644,0.9996780990517181,0.9996473869832425,0.9996474277616662,0.1553727196647069,0.0,4.0,0.07820780756555608,0.267992602304768,-0.44705769295178927,0.6034733080829014,0.0,0.375,0.5524062933826932,0.5609671448403517,0.9972137353378212,0.16783583806275756,32.1678093663253,10.524765084812849,discrepant
shape_MeshVolume,shape,original_shape_MeshVolume,8644,0.999942410666579,0.9978381032482477,0.9978383528113419,19.08763394226163,18.333333333333314,60.13330920537328,19.08763394226163,6.327308745232317,6.686108801606288,31.48915908291697,0.04363936137147878,0.9411764705882352,0.0,0.0,1.0178121062685102,10.445624745800377,485.1761530155793,302.7973984251205,discrepant
shape_MinorAxisLength,shape,original_shape_MinorAxisLength,8644,1.0,1.0000000000000002,1.0,6.213215966710082e-15,3.552713678800501e-15,1.4992451724538114e-12,2.1385022397048655e-16,1.985438976070453e-14,-3.870075370701039e-14,3.912845415495136e-14,2.097327857643261e-16,4.308087091109494e-14,1.0,1.0,1.0000000000000007,-2.4455852310297747e-15,19.495141001867342,6.511435771722128,exact
shape_SphericalDisproportion,shape,original_shape_SphericalDisproportion,8644,-0.057506987575395525,-0.0014209548555530985,-0.0014211194944750425,2.2610228147843685,2.2255849093341036,5.621994862632911,-2.2608787187384936,0.6259130680320756,-3.4876683320813617,-1.0340891053956254,0.6654326278873575,0.8445883044928187,0.0,0.0,-0.010509737225156891,1.1777985529896815,3.402913544574767,0.6095119858999016,discrepant
shape_Sphericity,shape,original_shape_Sphericity,8644,-0.07638063325173465,-0.0018625837774284017,-0.0018627996808644452,0.5787563182758906,0.5965155056457272,0.816424414509922,0.5787150785625116,0.09603078170590883,0.3904947464189303,0.7669354107060928,1.988934622275095,5.4345221685956835,0.0,0.0,-0.09524217435295039,0.9115008849210465,0.3038467785036994,0.05795443833859115,discrepant
shape_SurfaceArea,shape,original_shape_SurfaceArea,8644,0.9346338496361121,0.023955947511328093,0.02395865282143826,960.7095651567456,816.9611597481374,7672.351383498962,-960.7095651567456,603.2881127901792,-2143.154266225497,221.7351359120055,0.9080175951912224,0.9710390818608241,0.0,0.0,0.040003692027569634,44.95758368064475,1047.5739755306138,628.3122153639126,discrepant
shape_SurfaceVolumeRatio,shape,original_shape_SurfaceVolumeRatio,8644,0.9926955368346757,0.004016173680392721,0.004016636487539628,1.9863249495301616,1.9872288341124031,2.4872822543818867,-1.9863249495301616,0.010872462316511887,-2.0076349756705247,-1.9650149233897982,0.9118734764113883,0.9713967388482455,0.0,0.0,0.9809945745568391,-1.9446008832754633,2.19537659809192,0.09005101286835793,discrepant
shape_VoxelVolume,shape,original_shape_VoxelVolume,8644,0.9999999999999998,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999978,-3.9129363696476295e-14,504.29615918556226,308.21114684630606,exact
